Kauno Senamiesčio progimnazija;191816085;Nemuno g. 12, 44294 Kaunas;senamprm@senamiestis.kaunas.lm.lt;(37) 22 24 44;http://www.senamiestis.kaunas.lm.lt/;134;54.8955;23.9004
Kauno Vinco Kudirkos progimnazija;190134345;Trakų g. 39, 44327  Kaunas;progimnazija@kudirka.kaunas.lm.lt;(37) 42 30 42;http://www.kudirka.kaunas.lm.lt/;135;54.8912;23.9289
Kauno Tado Ivanausko progimnazija;190139278;Vėtrungės g. 1, 48135  Kaunas;info@ktim.lt;(37) 36 02 45;http://www.ktip.lt/;136;54.9326;23.8992
Kauno Kazio Griniaus progimnazija;190138938;Šiaurės pr. 97, 49239  Kaunas;info@kgm.lt;(37) 38 67 54;http://www.kgm.lt/;137;54.9285;23.9325
Kauno Varpelio´ pradinė mokykla;195096037;Vakarų g. 15, 51307 Kaunas;pradine@varpeliom.kaunas.lm.lt;(37) 33 14 21;http://www.varpeliom.kaunas.lm.lt/home-naujienos.html;138;54.9104;23.9588
Kauno Suzukio pradinė mokykla;191824228;Šiaurės pr. 23, 49193 Kaunas;pradine@suzukimokykla.kaunas.lm.lt;(37) 31 20 34;http://suzukimokykla.kaunas.lm.lt/index.php/component/content/?view=featured;139;54.9299;23.9644
Kauno Motiejaus Valančiaus mokykla-darželis;290140580;Kranto 5-oji g. 7, 45276 Kaunas;pradinem@pradine.kaunas.lm.lt;(37) 34 14 06;http://www.valanciauspradine.lt/;140;54.8716;23.932
Kauno Ryto´ pradinė mokykla;191828963;Šarkuvos g. 29, 48160 Kaunas;rytas@rytas.kaunas.lm.lt;(37) 37 76 10;http://www.rytas.kaunas.lm.lt/;141;54.9337;23.8946
Kauno Šilo´ pradinė mokykla;191829150;Kariūnų pl. 3, 45432 Kaunas;siloprm@silas.kaunas.lm.lt;(37) 34 58 73;http://www.silas.kaunas.lm.lt/;142;54.8637;23.975
Kauno Paparčio´ pradinė mokykla;190140622;Šiaurės pr. 35, 49198 Kaunas;papartis@papartis.kaunas.lm.lt;(37) 31 20 38;http://www.papartis.kaunas.lm.lt/papartis/j25/;143;54.9301;23.9602
Kauno Panemunės pradinė mokykla;190140775;Kariūnų pl. 5, 45432 Kaunas;panemun@panemune.kaunas.lm.lt;(37) 34 58 81;http://www.panemune.kaunas.lm.lt/;144;54.8624;23.974
Kauno Prano Mašioto pradinė mokykla;191642688;Rasytės g. 1, 48126 Kaunas;masiotoprm@masiotas.kaunas.lm.lt;(37) 23 60 98;http://www.masiotas.kaunas.lm.lt/;145;54.9305;23.8999
Kauno Vinco Bacevičiaus pradinė mokykla;191829531;Savanorių pr. 91, 44208 Kaunas;pradine@vbacevicius.kaunas.lm.lt;(37) 42 29 53;http://www.vbacevicius.kaunas.lm.lt/;146;54.9034;23.9134
Kauno vaikų abilitacijos centras;191846071;Bajorų g. 12, 48374 Kaunas ;info@kvac.lt;(37) 26 92 20;;147;54.9114;23.8942
Kauno Jono Jablonskio gimnazija;191825091;Aušros g. 3, 44173 Kaunas;jablonskiog@jablonskis.kaunas.lm.lt;(37) 20 23 37;http://www.jablonskis.kaunas.lm.lt/;148;54.9034;23.9195
Kauno Maironio universitetinė gimnazija;290133810;Gimnazijos g. 3, 44260 Kaunas;maironioug@kmug.lt;(37) 42 30 51;http://www.maironis.kaunas.lm.lt/;149;54.8973;23.8957
Kauno Aleksandro Puškino gimnazija;300594100;Vytauto pr. 50, 44322 Kaunas;puskinovm@puskinas.kaunas.lm.lt;(37) 42 23 83;http://www.puskinas.kaunas.lm.lt/index.php/lt/;150;54.8945;23.9255
Vytauto Didžiojo universiteto Rasos´ gimnazija;190138557;P. Lukšio g. 40, 49294 Kaunas;a.sakalauskas@rasa.vdu.lt;(37) 31 23 64;http://www.rasa.kaunas.lm.lt/;151;54.9269;23.958
Kauno Santaros´ gimnazija;190139844;Baltų pr. 51, 48239 Kaunas;santarosvm@santara.kaunas.lm.lt;(37) 37 75 39;http://www.santara.kaunas.lm.lt/;152;54.9268;23.8837
Kauno Saulės´ gimnazija;190134683;Savanorių pr. 46, 44209 Kaunas;direktore@saule.kaunas.lm.lt;(37) 42 44 38;http://www.saule.kaunas.lm.lt/saule/;153;54.9024;23.9122
Kauno Antano Smetonos gimnazija;190139310;Geležinio Vilko g. 28, 49270 Kaunas;balciuniene.violeta@gmail.com;(37) 31 19 80;http://www.asmetonosgimnazija.lt/;154;54.929;23.9613
Kauno Varpo´ gimnazija;190138895;Varpo 49, 51309 Kaunas;direktore@varpas.kaunas.lm.lt;(37) 38 04 55;http://www.varpas.kaunas.lm.lt/;155;54.9087;23.9579
Kauno Aleksandro Kačanausko muzikos mokykla ;190144453;Aušros g. 32, 44158 Kaunas;a.kacanauskas@gmail.com;(37) 79 69 50;http://www.kacanauskas.kaunas.lm.lt/;156;54.904;23.9249
Kauno Miko Petrausko muzikos mokykla;190144791;V. Krėvės pr. 54, 50401 Kaunas;mpmm@mpetrausko.kaunas.lm.lt;(37) 31 20 53;http://www.mpetrausko.kaunas.lm.lt/;157;54.9193;23.976
Kauno sakralinės muzikos mokykla ;190144834;M.Valančiaus g. 8, 44275 Kaunas;sakrmuzmok@takas.lt;(37) 42 57 41;http://www.ksmm.kaunas.lm.lt/;158;54.8978;23.8885
Kauno berniukų chorinio dainavimo mokykla Varpelis´;190144268;D.Poškos g. 4, 44293 Kaunas;varpeliomm@varpelis.kaunas.lm.lt;(37) 32 04 86;http://www.varpelis.com/;159;54.8957;23.9034
Kauno 1-oji muzikos mokykla ;190144649;J. Gruodžio g. 25, 44289 Kaunas;k1mmrastine@zebra.lt ;(37) 42 28 34;http://k1mm.kaunas.lm.lt/;160;54.8968;23.8996
Kauno Antano Martinaičio dailės mokykla ;190144072;Šv. Gertrūdos g. 33, 44283 Kaunas;dailesmokykla@zebra.lt;(37) 20 35 34;http://www.kamdaile.lt/index.html;161;54.8988;23.8921
Kauno choreografijos mokykla;295095840;V.Krėvės pr. 50, 50406 Kaunas;direktorius@sokis.kaunas.lm.lt;(37) 36 16 14;http://www.sokis.kaunas.lm.lt/;162;54.9196;23.9738
